dbn,lat,long,2007type,2007enrollment,2007pi,2007overall,2007progress,2007performance,2007environment,2008type,2008enrollment,2008pi,2008overall,2008progress,2008performance,2008environment,2009type,2009enrollment,2009pi,2009overall,2009progress,2009performance,2009environment,2010type,2010enrollment,2010pi,2010overall,2010progress,2010performance,2010environment,2011type,2011enrollment,2011pi,2011overall,2011progress,2011performance,2011environment
27Q062,40.688359,-73.835567,Elementary,962,76.11683849,90.34482759,74.74226804,75.60137457,72.85223368,Elementary,976,79.62648557,63.41880342,57.77777778,52.47863248,57.26495727,Elementary,1008,79.93311037,55.74324324,62.33108108,34.12162162,43.24324324,Elementary,1003,80.90452261,27.89915966,27.73109244,35.6302521,56.30252101,Elementary,996,80.59701493,80.36912752,85.5704698,69.29530201,40.43624161
27Q063,40.676978,-73.846796,Elementary,1282,67.6975945,47.06896552,25.77319588,61.6838488,82.4742268,Elementary,1280,68.25127334,81.70940171,64.78632479,79.14529915,58.46153846,Elementary,1278,68.56187291,67.73648649,36.99324324,84.45945946,44.08783784,Elementary,1263,67.67169179,80.16806723,66.38655462,84.20168067,60.67226891,Elementary,1309,67.33001658,60.23489933,34.73154362,80.36912752,72.48322148
27Q060,40.691467,-73.852792,Elementary,1172,62.19931271,55,42.26804124,80.75601375,19.24398625,Elementary,1127,62.64855688,72.64957265,71.62393162,87.00854701,26.83760684,Elementary,1113,62.87625418,92.06081081,79.89864865,92.39864865,21.79054054,Elementary,1142,63.81909548,78.1512605,74.45378151,89.91596639,26.2184874,Elementary,1138,58.70646766,98.15436242,98.32214765,97.14765101,17.28187919
27Q066,40.697941,-73.846135,Elementary,435,58.7628866,75.34482759,31.09965636,98.62542955,87.28522337,Elementary,426,58.06451613,83.58974359,70.42735043,100,84.61538462,Elementary,429,58.02675585,82.26351351,70.94594595,100,70.94594595,Elementary,450,48.07370184,93.1092437,81.68067227,97.4789916,90.42016807,Elementary,470,55.88723051,98.82550336,97.98657718,98.32214765,85.23489933
27Q064,40.681901,-73.856956,Elementary,696,65.63573883,17.24137931,5.670103093,78.17869416,70.6185567,Elementary,691,68.59083192,57.94871795,42.90598291,77.26495727,78.97435897,Elementary,696,68.89632107,73.14189189,58.27702703,78.71621622,70.94594595,Elementary,675,70.85427136,18.82352941,11.09243697,40.67226891,81.00840336,Elementary,647,73.13432836,79.86577181,79.36241611,64.59731544,86.57718121
27Q065,40.682293,-73.841675,Elementary,521,68.90034364,26.72413793,15.46391753,44.32989691,91.58075601,Elementary,565,70.28862479,31.28205128,22.90598291,32.47863248,90.25641026,Elementary,554,70.56856187,93.41216216,84.7972973,39.52702703,78.20945946,Elementary,550,67.83919598,35.96638655,32.43697479,53.94957983,37.31092437,Elementary,510,69.48590381,60.73825503,56.37583893,46.97986577,65.77181208
32K564,40.695875,-73.915217,,,,,,,,HST,361,12.12121212,51.85185185,62.96296296,11.11111111,92.59259259,HST,383,15,34.375,62.5,3.125,90.625,HST,395,13.63636364,43.58974359,64.1025641,5.128205128,84.61538462,HST,420,21.27659574,42.10526316,76.31578947,2.631578947,52.63157895
29Q015,40.68605,-73.756546,Elementary,438,53.43642612,86.89655172,92.43986254,73.88316151,18.38487973,Elementary,443,57.89473684,56.41025641,61.1965812,36.06837607,53.16239316,Elementary,449,57.85953177,44.25675676,67.06081081,48.31081081,7.263513514,Elementary,438,52.09380235,18.82352941,16.30252101,19.83193277,51.42857143,Elementary,381,59.86733002,62.24832215,66.10738255,53.3557047,47.98657718
24Q239,40.699431,-73.903838,Elementary,826,43.12714777,64.31034483,70.27491409,28.52233677,84.19243986,Elementary,792,45.16129032,48.03418803,62.56410256,22.39316239,53.16239316,Elementary,761,45.31772575,88.34459459,100,22.12837838,86.14864865,Elementary,755,39.53098827,60.67226891,66.38655462,45.54621849,81.00840336,Elementary,773,41.79104478,26.84563758,25.83892617,36.0738255,60.40268456
19K273,40.6585,-73.879276,Elementary,517,43.12714777,6.551724138,6.013745704,24.22680412,72.50859107,Elementary,502,39.89813243,67.17948718,77.60683761,40.51282051,57.26495727,Elementary,475,40.13377926,37.83783784,26.52027027,54.39189189,88.00675676,Elementary,458,41.8760469,23.19327731,15.96638655,56.47058824,73.1092437,Elementary,410,46.76616915,22.65100671,19.63087248,39.26174497,68.62416107
10X009,40.85644,-73.898821,Elementary,700,9.621993127,68.44827586,73.19587629,52.57731959,33.50515464,Elementary,699,7.640067912,68.54700855,71.11111111,66.4957265,23.07692308,Elementary,647,8.026755853,39.69594595,28.20945946,58.78378378,40.37162162,Elementary,641,11.55778894,5.210084034,9.74789916,16.30252101,10.75630252,Elementary,672,12.60364842,27.34899329,31.04026846,36.0738255,27.68456376
10X008,40.872259,-73.883339,Elementary,1154,46.90721649,51.03448276,60.82474227,32.64604811,25.08591065,Elementary,1157,45.67062818,54.35897436,46.66666667,36.06837607,70.76923077,Elementary,1141,45.81939799,95.43918919,88.51351351,73.64864865,20.77702703,Elementary,1180,42.54606365,60.84033613,73.44537815,71.93277311,16.47058824,Elementary,1208,40.13266998,45.13422819,58.38926175,63.75838926,14.93288591
07X025,40.812895,-73.905751,K-8,579,1.680672269,17.79661017,55.46218487,8.403361345,20.16806723,K-8,488,2.158273381,1.438848921,0.71942446,4.316546763,71.22302158,Elementary,329,0.334448161,99.32432432,100,94.25675676,64.86486486,Elementary,329,0.67001675,98.99159664,100,89.07563025,64.70588235,Elementary,320,0.663349917,63.08724832,49.83221477,76.17449664,74.83221477
07X029,40.821544,-73.916419,K-8,767,10.92436975,9.322033898,21.8487395,10.92436975,16.80672269,K-8,738,10.79136691,74.10071942,78.41726619,41.72661871,32.37410072,K-8,719,9.489051095,10.2189781,16.05839416,37.95620438,28.46715328,K-8,725,17.56756757,33.78378378,53.37837838,34.45945946,14.86486486,K-8,708,29.03225806,7.189542484,10.45751634,11.11111111,26.14379085
10X003,40.850131,-73.89163,K-8,526,51.2605042,79.66101695,82.35294118,57.98319328,47.05882353,K-8,471,41.00719424,35.97122302,38.1294964,50.35971223,47.48201439,K-8,444,38.68613139,59.12408759,49.6350365,56.20437956,51.09489051,K-8,425,36.48648649,75,84.45945946,75,16.89189189,K-8,398,16.12903226,60.78431373,66.0130719,65.35947712,7.189542484
10X225,40.854257,-73.897404,Middle,442,73.96039215,70.93425606,78.49413041,80.38585209,70.16290285,High School Combination,685,73.63655305,1.886792453,1.257861635,5.34591195,67.61006289,High School Combination,510,73.53805432,60.62555152,58.38611629,48.83321894,84.07000686,High School Combination,528,65.51845928,70.1754386,61.39910519,75.29239766,92.48220954,Middle,212,55.8974359,15.32033426,15.87743733,35.93314763,40.11142061
10X226,40.855822,-73.916076,Elementary,441,19.75945017,77.93103448,93.64261168,29.72508591,42.61168385,Elementary,441,30.56027165,17.43589744,26.32478632,18.11965812,39.65811966,Elementary,409,30.93645485,12.83783784,14.18918919,38.51351351,33.61486486,Elementary,386,3.182579564,3.193277311,1.344537815,51.59663866,41.8487395,Elementary,402,2.155887231,38.25503356,49.16107383,16.27516779,59.39597315
11X068,40.891603,-73.83888,Elementary,789,26.97594502,38.10344828,22.68041237,72.85223368,44.1580756,Elementary,803,23.4295416,64.44444444,62.56410256,67.86324786,70.76923077,Elementary,752,23.7458194,51.68918919,33.27702703,80.57432432,79.22297297,Elementary,754,26.9681742,45.04201681,30.08403361,46.2184874,82.68907563,Elementary,762,27.03150912,59.56375839,55.20134228,55.70469799,30.36912752
10X228,40.860987,-73.891562,Middle,136,34.40514469,93.7716263,95.16129032,93.56913183,81.73076923,Middle,144,46.74556213,78.6163522,59.11949686,78.30188679,88.36477987,Middle,152,47.52186589,74.16413374,78.72340426,72.34042553,85.71428571,Middle,198,43.16939891,96.49122807,93.85964912,90.35087719,94.44444444,Middle,239,48.97435897,52.64623955,33.70473538,73.25905292,93.31476323
09X303,40.849416,-73.915217,Middle,328,49.19614148,75.77854671,78.06451613,56.91318328,74.35897436,Middle,351,50.88757396,32.0754717,19.49685535,12.89308176,88.67924528,Middle,358,51.89504373,6.990881459,7.598784195,8.510638298,71.42857143,Middle,349,62.56830601,36.25730994,36.25730994,7.30994152,66.66666667,Middle,340,62.56410256,15.32033426,16.99164345,3.064066852,65.73816156
12X214,40.839297,-73.879931,K-8,837,31.09243697,42.37288136,59.66386555,14.28571429,73.94957983,K-8,848,35.25179856,55.39568345,64.74820144,33.81294964,66.18705036,K-8,763,32.84671533,33.57664234,18.24817518,23.35766423,89.05109489,K-8,811,28.37837838,72.97297297,78.37837838,52.02702703,83.78378378,K-8,870,22.58064516,71.89542484,78.43137255,64.70588235,66.0130719
19K510,40.666868,-73.895122,HS,287,41.89602446,,58.40978593,,49.8470948,HS,371,38.87323944,57.74647887,48.23943662,72.18309859,32.74647887,HS,381,36.84210526,42.90322581,46.77419355,29.67741935,50.64516129,HS,400,35.6097561,53.61445783,59.63855422,53.31325301,20.78313253,HS,412,32,29.51807229,43.37349398,25.60240964,7.228915663
11X462,40.882778,-73.830616,,,,,,,,,,,,,,,,,,,,,,Middle,133,50.81967213,,,,,Middle,215,44.1025641,40.11142061,34.8189415,41.78272981,75.20891365
75Q009,40.718234,-73.912458,,,,,,,,,,,,,,,,,,,,,,D75,431,,53.57142857,78.57142857,46.42857143,32.14285714,D75,428,,66.66666667,66.66666667,14.81481481,29.62962963
24Q305,40.706837,-73.91499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC,309,47.72727273,38.46153846,51.28205128,48.71794872,43.58974359
24Q307,40.749175,-73.865787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC,553,18.18181818,74.35897436,74.35897436,74.35897436,61.53846154
75Q004,40.7417,-73.778118,,,,,,,,,,,,,,,,,,,,,,D75,310,,82.14285714,75,89.28571429,60.71428571,D75,350,,81.48148148,70.37037037,92.59259259,85.18518519
11X468,40.862098,-73.865028,,,,,,,,,,,,,,,,,,,,,,Middle,121,49.72677596,,,,,Middle,223,45.38461538,62.67409471,50.97493036,63.5097493,77.43732591
29Q248,40.66903,-73.757744,HS,196,44.03669725,,90.51987768,,32.72171254,HS,268,55.21126761,,,,,HS,358,53.68421053,86.77419355,83.87096774,91.29032258,32.90322581,HS,371,51.70731707,60.24096386,83.73493976,41.26506024,25,HS,392,54.82352941,81.02409639,85.84337349,70.48192771,28.01204819
21K525,40.619671,-73.959141,HS,3921,88.37920489,36.01694915,59.63302752,15.6779661,62.9969419,HS,4020,85.07042254,37.67605634,33.09859155,45.77464789,66.54929577,HS,3888,85,28.38709677,27.74193548,26.4516129,54.51612903,HS,3949,76.34146341,60.84337349,37.65060241,55.42168675,65.06024096,HS,4019,79.05882353,43.37349398,43.37349398,48.19277108,56.92771084
14K558,40.715561,-73.954815,HS,304,70.64220183,,23.24159021,,6.727828746,HS,400,65.63380282,22.18309859,31.33802817,34.50704225,3.873239437,HS,388,64.47368421,81.61290323,67.41935484,77.09677419,68.06451613,HS,398,54.3902439,98.79518072,100,57.8313253,93.07228916,HS,428,57.17647059,99.09638554,98.4939759,86.44578313,97.59036145
84M861,40.806055,-73.948385,,,,,,,,K-8,294,66.18705036,28.77697842,34.5323741,42.44604317,54.67625899,K-8,328,64.96350365,4.379562044,1.459854015,29.19708029,35.76642336,K-8,335,60.13513514,2.702702703,1.351351351,26.35135135,46.62162162,K-8,371,65.16129032,1.307189542,1.307189542,1.960784314,13.07189542
02M545,40.717329,-73.989329,HS,269,94.80122324,83.47457627,94.49541284,36.86440678,69.11314985,HS,292,91.54929577,76.05633803,65.84507042,96.12676056,77.81690141,HS,294,91.57894737,68.06451613,64.19354839,94.51612903,59.67741935,HS,324,89.51219512,94.87951807,95.48192771,100,59.3373494,HS,339,91.29411765,94.57831325,96.38554217,98.19277108,50.90361446
21K097,40.601191,-73.98557,Elementary,832,84.70790378,75.68965517,71.13402062,72.50859107,67.35395189,Elementary,788,85.22920204,87.52136752,94.01709402,43.76068376,59.31623932,Elementary,713,85.45150502,46.28378378,61.14864865,25.50675676,43.24324324,Elementary,742,83.41708543,80.33613445,76.13445378,55.79831933,83.86554622,Elementary,740,85.24046434,81.37583893,82.55033557,54.19463087,65.10067114
21K096,40.608135,-73.984985,Middle,1231,63.66559486,16.26297578,16.12903226,15.11254019,49.35897436,Middle,1132,65.97633136,27.67295597,39.62264151,14.46540881,44.65408805,Middle,1101,66.47230321,42.24924012,41.64133739,19.45288754,26.74772036,Middle,1003,62.02185792,48.83040936,57.89473684,56.7251462,16.95906433,Middle,855,58.97435897,74.37325905,87.18662953,52.36768802,40.11142061
21K095,40.595996,-73.974664,K-8,903,81.51260504,62.71186441,69.74789916,45.37815126,15.96638655,K-8,920,79.13669065,15.10791367,25.89928058,18.70503597,8.633093525,K-8,953,78.10218978,6.569343066,14.59854015,2.189781022,4.379562044,K-8,963,78.37837838,23.64864865,47.97297297,12.16216216,13.51351351,K-8,920,78.06451613,19.60784314,30.71895425,7.189542484,5.882352941
21K099,40.621474,-73.966031,K-8,809,77.31092437,57.62711864,78.1512605,15.96638655,19.32773109,K-8,770,74.82014388,28.05755396,43.16546763,6.474820144,59.71223022,K-8,666,73.72262774,80.2919708,85.40145985,43.79562044,94.16058394,K-8,658,74.32432432,87.83783784,89.18918919,75,68.24324324,K-8,697,74.19354839,83.00653595,83.66013072,64.70588235,66.0130719
21K098,40.583893,-73.954047,Middle,1000,95.49839228,77.85467128,73.22580645,94.53376206,29.16666667,Middle,1001,94.9704142,55.97484277,47.48427673,89.62264151,50.31446541,Middle,1051,95.04373178,17.0212766,8.20668693,44.07294833,41.03343465,Middle,1104,96.99453552,77.48538012,77.77777778,93.2748538,54.38596491,Middle,1212,95.64102564,92.2005571,84.95821727,94.15041783,57.93871866
18K244,40.647851,-73.925592,Elementary,1027,51.03092784,76.20689655,63.23024055,65.29209622,82.13058419,Elementary,978,49.57555178,59.82905983,47.52136752,79.82905983,84.61538462,Elementary,844,49.66555184,70.27027027,60.81081081,68.07432432,78.20945946,Elementary,829,47.06867672,73.78151261,78.82352941,67.39495798,54.95798319,Elementary,784,42.78606965,86.0738255,80.36912752,65.26845638,88.9261745
16K040,40.680239,-73.921099,Elementary,385,32.3024055,33.79310345,59.10652921,9.965635739,42.43986254,Elementary,379,25.12733447,50.08547009,68.37606838,21.02564103,23.07692308,Elementary,347,25.4180602,81.58783784,86.48648649,37.16216216,84.7972973,Elementary,359,33.8358459,96.47058824,98.99159664,52.26890756,56.30252101,Elementary,365,40.96185738,97.81879195,99.83221477,55.70469799,56.37583893
09X011,40.839693,-73.92589,Elementary,700,9.10652921,8.620689655,13.91752577,28.00687285,8.591065292,Elementary,709,14.94057725,14.18803419,27.00854701,26.4957265,1.538461538,Elementary,691,15.2173913,20.27027027,59.12162162,27.53378378,0.844594595,Elementary,709,18.09045226,51.2605042,80.33613445,15.46218487,1.176470588,Elementary,737,12.7694859,6.543624161,14.26174497,8.55704698,4.026845638
24Q049,40.719567,-73.875493,Elementary,491,87.45704467,71.03448276,54.46735395,82.98969072,75.25773196,Elementary,497,89.13412564,42.90598291,51.79487179,40.51282051,36.92307692,Elementary,521,89.29765886,29.22297297,29.39189189,68.91891892,49.49324324,Elementary,708,88.77721943,38.65546218,38.82352941,60,23.86554622,K-8,904,92.25806452,77.12418301,70.58823529,82.35294118,38.5620915
21K411,40.582627,-73.968733,,,,,,,,,,,,,,,,,,,,,,YABC,219,,60.86956522,52.17391304,65.2173913,52.17391304,YABC,256,,54.54545455,63.63636364,63.63636364,27.27272727
21K410,40.582627,-73.968733,HS,2688,63.91437309,29.23728814,48.62385321,16.94915254,17.73700306,HS,2628,56.90140845,15.84507042,30.63380282,5.633802817,30.63380282,HS,2552,55.26315789,27.09677419,33.22580645,15.48387097,41.61290323,HS,2533,62.43902439,16.56626506,23.79518072,7.228915663,30.42168675,HS,2617,67.05882353,22.89156627,38.25301205,19.87951807,18.07228916
01M378,40.72004,-73.986038,,,,,,,,,,,,,,,Middle,78,20.69970845,,,,,Middle,163,33.87978142,68.71345029,53.50877193,84.21052632,89.76608187,Middle,266,33.58974359,69.08077994,53.48189415,84.67966574,63.78830084
04M012,40.792556,-73.942285,K-8,454,68.90756303,64.40677966,19.32773109,96.63865546,86.55462185,K-8,459,72.6618705,51.07913669,21.58273381,96.4028777,71.22302158,K-8,464,71.53284672,40.1459854,27.73722628,100,73.72262774,K-8,466,79.72972973,78.37837838,56.75675676,97.97297297,75,K-8,504,78.70967742,70.58823529,51.63398693,97.38562092,82.35294118
04M013,40.793649,-73.948488,Middle,444,16.39871383,2.422145329,10.96774194,3.536977492,1.923076923,Middle,346,13.90532544,50.31446541,67.61006289,10.06289308,31.13207547,Middle,299,13.9941691,83.89057751,84.19452888,44.98480243,42.55319149,Middle,309,4.371584699,7.30994152,8.771929825,18.12865497,11.69590643,Middle,266,7.435897436,20.33426184,34.8189415,10.58495822,7.799442897
11X265,40.875172,-73.861649,HS,326,61.16207951,,22.01834862,,91.13149847,HS,420,56.33802817,86.61971831,61.97183099,92.6056338,91.1971831,HS,423,54.73684211,64.83870968,51.93548387,70,73.5483871,HS,448,59.51219512,44.27710843,50,71.68674699,39.45783133,HS,468,53.41176471,22.89156627,18.37349398,49.39759036,36.74698795
12X198,40.828406,-73.900121,Elementary,481,7.731958763,18.62068966,39.34707904,2.405498282,49.31271478,Elementary,446,0.679117148,1.367521368,2.905982906,12.13675214,3.931623932,Elementary,368,,,,,,Elementary,175,,,,,,Elementary,110,1.658374793,,,,
09X276,40.841758,-73.897943,,,,,,,,,,,,,,,HS,328,15,38.06451613,54.83870968,29.67741935,4.193548387,HS,296,17.56097561,7.228915663,7.530120482,18.97590361,33.73493976,HS,262,6.588235294,34.63855422,37.95180723,44.57831325,48.79518072
11X112,40.88494,-73.843977,Elementary,630,20.4467354,58.62068966,79.89690722,16.66666667,31.09965636,Elementary,614,22.0713073,88.20512821,90.08547009,50.94017094,16.41025641,Elementary,562,22.40802676,29.72972973,21.95945946,51.85810811,25.84459459,Elementary,543,27.97319933,78.99159664,92.94117647,46.2184874,10.75630252,Elementary,486,20.56384743,3.020134228,6.711409396,4.194630872,28.18791946
18K114,40.642684,-73.90788,Elementary,922,49.65635739,10.34482759,17.5257732,29.03780069,5.841924399,Elementary,840,52.46179966,18.8034188,45.2991453,35.04273504,0.512820513,Elementary,871,52.5083612,8.277027027,9.459459459,22.12837838,1.182432432,Elementary,826,51.59128978,4.033613445,9.915966387,5.714285714,0.672268908,Elementary,733,53.39966833,26.67785235,51.34228188,10.73825503,3.523489933
18K115,40.634861,-73.897896,Elementary,1202,48.79725086,89.13793103,72.16494845,88.65979381,79.72508591,Elementary,1182,53.48047538,82.56410256,63.24786325,77.26495727,96.23931624,Elementary,1190,53.67892977,22.46621622,12.5,60.47297297,88.00675676,Elementary,1193,53.76884422,65.21008403,62.35294118,64.03361345,84.53781513,Elementary,1290,56.55058043,50,43.79194631,66.27516779,38.08724832
75X188,40.850168,-73.883877,,,,,,,,,,,,,,,,,,,,,,D75,364,,25,10.71428571,35.71428571,85.71428571,D75,338,,18.51851852,33.33333333,25.92592593,22.22222222
02M489,40.70927,-74.012328,HS,783,85.62691132,40.25423729,29.66360856,53.81355932,28.74617737,HS,788,81.69014085,35.21126761,40.84507042,52.11267606,18.66197183,HS,823,81.57894737,27.74193548,41.61290323,24.19354839,20,HS,825,77.80487805,29.51807229,33.13253012,46.68674699,14.75903614,HS,807,80.23529412,61.74698795,42.1686747,45.78313253,62.95180723
11X287,40.880649,-73.860126,Middle,223,39.54983923,22.49134948,24.51612903,26.68810289,39.42307692,Middle,345,37.86982249,9.433962264,12.57861635,13.83647799,17.9245283,Middle,348,38.7755102,26.443769,37.99392097,26.74772036,20.36474164,Middle,325,30.32786885,48.83040936,59.94152047,30.40935673,54.38596491,Middle,302,14.61538462,44.28969359,54.31754875,47.63231198,26.74094708
11X288,40.860443,-73.860729,HS,444,84.09785933,78.81355932,70.94801223,94.49152542,48.31804281,HS,464,78.02816901,48.23943662,44.01408451,76.4084507,38.73239437,HS,463,77.36842105,77.41935484,72.25806452,78.70967742,76.77419355,HS,485,78.29268293,71.68674699,66.56626506,59.03614458,75.60240964,HS,503,80,85.24096386,89.75903614,45.78313253,93.6746988
11X289,40.880649,-73.860126,Middle,406,46.3022508,27.33564014,24.19354839,47.90996785,33.01282051,Middle,561,47.33727811,4.716981132,8.176100629,3.773584906,15.40880503,Middle,482,48.10495627,6.990881459,8.814589666,11.55015198,41.03343465,Middle,410,44.80874317,21.6374269,30.11695906,40.64327485,3.801169591,Middle,401,41.53846154,22.28412256,35.6545961,42.33983287,10.02785515
05M036,40.810705,-73.957409,,,,,,,,,,,,,,,,,,,,,,EC,515,60,33.33333333,29.62962963,37.03703704,29.62962963,Elementary,569,36.8159204,26.67785235,38.75838926,17.7852349,17.28187919
05M030,40.805653,-73.935461,Elementary,406,39.17525773,96.89655172,97.59450172,35.73883162,56.70103093,Elementary,388,20.20373514,52.47863248,49.57264957,39.31623932,49.05982906,Elementary,348,20.56856187,51.68918919,55.40540541,33.27702703,40.37162162,Elementary,273,4.857621441,82.18487395,89.24369748,49.91596639,62.18487395,Elementary,249,12.27197347,5.033557047,11.24161074,1.510067114,13.9261745
84X488,40.864073,-73.823816,,,,,,,,,,,,,,,,,,,,,,Middle,137,59.01639344,,,,,Middle,213,51.79487179,35.6545961,27.8551532,45.96100279,78.83008357
84X482,40.826933,-73.900593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,97,65.12820513,,,,
75Q224,40.749556,-73.721594,,,,,,,,,,,,,,,,,,,,,,D75,360,,71.42857143,53.57142857,78.57142857,78.57142857,D75,378,,48.14814815,51.85185185,81.48148148,70.37037037
21K253,40.580237,-73.961962,Elementary,581,60.65292096,96.55172414,97.0790378,25.08591065,90.72164948,Elementary,566,60.44142615,63.93162393,74.35897436,13.5042735,84.61538462,Elementary,567,60.2006689,97.97297297,100,59.45945946,92.56756757,Elementary,627,63.31658291,78.48739496,62.35294118,67.39495798,90.42016807,Elementary,667,64.84245439,93.62416107,88.75838926,70.13422819,99.32885906
28Q040,40.693559,-73.790975,Elementary,512,24.74226804,76.72413793,94.32989691,14.26116838,21.47766323,Elementary,522,29.71137521,14.7008547,24.78632479,15.04273504,4.957264957,Elementary,465,30.10033445,10.64189189,21.95945946,7.432432432,11.48648649,Elementary,511,37.52093802,12.10084034,20.67226891,10.25210084,14.62184874,Elementary,541,35.15754561,58.38926175,66.77852349,27.34899329,64.26174497
26Q026,40.735935,-73.777607,Elementary,641,89.34707904,90.51724138,94.67353952,82.81786942,24.05498282,Elementary,617,91.00169779,46.66666667,44.27350427,60,41.36752137,Elementary,570,91.13712375,15.37162162,26.52027027,32.26351351,47.46621622,Elementary,570,86.59966499,85.21008403,78.65546218,71.93277311,54.95798319,Elementary,590,86.89883914,85.73825503,77.51677852,86.74496644,50.16778523
28Q284,40.69691,-73.786403,Middle,81,79.74276527,,93.22580645,87.13826367,99.35897436,Middle,162,84.02366864,84.90566038,80.50314465,91.50943396,100,Middle,243,84.25655977,69.90881459,74.77203647,72.34042553,81.45896657,High School Combination,328,91.8819139,51.16959064,38.88888889,64.9122807,82.45614035,High School Combination,402,90.81900452,32.31197772,19.77715877,64.06685237,54.03899721
26Q205,40.738008,-73.756374,Elementary,279,94.67353952,85.86206897,41.40893471,99.14089347,99.48453608,Elementary,278,97.4533107,49.05982906,15.04273504,94.87179487,96.92307692,Elementary,244,97.4916388,47.97297297,45.43918919,92.39864865,45.43918919,Elementary,256,95.81239531,96.47058824,97.31092437,99.66386555,63.52941176,Elementary,267,92.039801,95.97315436,97.48322148,97.98657718,68.62416107
26Q203,40.753606,-73.759822,Elementary,739,96.73539519,74.48275862,36.42611684,98.10996564,84.02061856,Elementary,749,95.58573854,60.68376068,29.05982906,95.8974359,94.18803419,Elementary,685,95.65217391,49.83108108,31.25,93.91891892,82.43243243,Elementary,743,96.14740369,89.74789916,83.52941176,96.13445378,65.71428571,Elementary,762,96.18573798,90.26845638,80.03355705,95.97315436,90.10067114
01M509,40.72004,-73.986038,Middle,619,36.24394033,10.29631693,16.48466016,27.75219358,10.98270995,High School Combination,924,26.47887324,36.97183099,65.14084507,10.56338028,14.78873239,High School Combination,441,25.78947368,48.06451613,66.4516129,34.83870968,10,HS,352,12.92682927,43.07228916,57.8313253,28.61445783,42.1686747,HS,370,15.52941176,27.10843373,29.21686747,47.59036145,22.59036145
19K166,40.659934,-73.885704,Middle,667,6.430868167,7.612456747,10,24.75884244,6.730769231,Middle,568,6.213017751,45.59748428,57.86163522,37.10691824,23.89937107,Middle,543,6.413994169,9.726443769,15.19756839,17.0212766,5.167173252,Middle,559,12.29508197,31.87134503,35.67251462,24.85380117,19.00584795,Middle,516,2.307692308,26.46239554,45.12534819,13.9275766,7.799442897
22K361,40.640551,-73.947025,,,,,,,,,,,,,,,,,,,,,,EC,568,66.66666667,29.62962963,22.22222222,14.81481481,7.407407407,EC,554,40.90909091,28.20512821,25.64102564,33.33333333,5.128205128
03M258,40.791395,-73.971011,Middle,227,38.585209,99.30795848,99.35483871,89.06752412,91.02564103,Middle,236,39.9408284,98.42767296,96.85534591,97.48427673,94.02515723,Middle,249,40.81632653,95.74468085,94.22492401,100,89.05775076,Middle,254,29.50819672,79.8245614,73.68421053,82.45614035,87.42690058,Middle,253,17.69230769,89.13649025,81.61559889,90.80779944,91.08635097
26Q115,40.744201,-73.709404,Elementary,443,90.37800687,44.31034483,51.37457045,43.29896907,45.87628866,Elementary,440,87.60611205,81.88034188,90.76923077,50.94017094,80.85470085,Elementary,397,87.79264214,76.35135135,86.65540541,51.85810811,71.79054054,Elementary,435,87.26968174,58.82352941,64.70588235,52.26890756,49.07563025,Elementary,533,89.71807629,10.90604027,7.382550336,42.11409396,41.77852349
30Q450,40.765881,-73.933907,HS,3432,51.07033639,64.40677966,78.59327217,37.28813559,30.88685015,HS,3337,51.26760563,56.69014085,71.47887324,24.29577465,25.70422535,HS,3204,50,42.25806452,47.74193548,21.61290323,22.25806452,HS,3300,57.56097561,24.09638554,29.51807229,25,12.95180723,HS,3508,64,15.06024096,32.53012048,22.28915663,5.722891566
24Q550,40.737673,-73.853412,HS,753,37.6146789,82.62711864,87.1559633,89.83050847,44.95412844,HS,769,49.29577465,58.45070423,67.95774648,47.88732394,69.36619718,HS,769,47.63157895,90.32258065,90.64516129,65.16129032,83.5483871,HS,764,61.46341463,92.1686747,92.1686747,41.26506024,77.40963855,HS,784,67.29411765,89.75903614,82.22891566,60.84337349,67.1686747
03M250,40.795109,-73.973996,Middle,198,44.37299035,97.57785467,87.09677419,95.81993569,93.26923077,Middle,194,44.08284024,87.10691824,83.01886792,86.16352201,94.65408805,Middle,188,44.89795918,97.26443769,95.13677812,100,95.74468085,Middle,185,23.22404372,91.8128655,75.73099415,82.45614035,100,Middle,187,22.30769231,49.02506964,25.62674095,75.48746518,96.37883008
03M256,40.791395,-73.971011,Middle,167,32.15434084,98.96193772,99.67741935,79.42122187,60.8974359,Middle,170,25.73964497,66.03773585,63.20754717,81.44654088,71.69811321,Middle,173,27.40524781,83.28267477,79.33130699,100,74.46808511,Middle,185,1.639344262,17.54385965,18.71345029,21.05263158,49.41520468,Middle,174,5.128205128,62.11699164,77.15877437,27.29805014,56.26740947
28Q139,40.728012,-73.862561,Elementary,764,84.36426117,79.13793103,68.38487973,71.99312715,60.99656357,Elementary,788,85.90831919,50.5982906,61.1965812,56.06837607,21.02564103,Elementary,809,86.12040134,32.77027027,47.2972973,53.04054054,11.48648649,Elementary,880,86.09715243,37.98319328,35.12605042,50.75630252,32.77310924,Elementary,939,84.07960199,44.12751678,46.81208054,71.1409396,27.68456376
