dbn,lat,long,2007type,2007enrollment,2007pi,2007overall,2007progress,2007performance,2007environment,2008type,2008enrollment,2008pi,2008overall,2008progress,2008performance,2008environment,2009type,2009enrollment,2009pi,2009overall,2009progress,2009performance,2009environment,2010type,2010enrollment,2010pi,2010overall,2010progress,2010performance,2010environment,2011type,2011enrollment,2011pi,2011overall,2011progress,2011performance,2011environment
18K279,40.644134,-73.892797,Elementary,812,61.6838488,36.20689655,37.80068729,58.59106529,14.604811,Elementary,739,60.78098472,42.39316239,39.31623932,41.53846154,33.16239316,Elementary,636,60.53511706,27.53378378,30.91216216,37.16216216,8.783783784,Elementary,619,48.74371859,26.8907563,23.69747899,49.91596639,26.2184874,Elementary,599,46.26865672,23.15436242,30.53691275,50.33557047,7.88590604
18K276,40.634005,-73.908436,Elementary,928,59.79381443,35.34482759,41.2371134,42.26804124,15.12027491,Elementary,876,50.42444822,72.99145299,79.65811966,64.95726496,43.58974359,Elementary,828,50.50167224,38.17567568,32.09459459,68.91891892,60.97972973,Elementary,823,49.74874372,26.05042017,31.93277311,42.68907563,25.21008403,Elementary,802,50.08291874,74.66442953,82.71812081,33.89261745,59.39597315
18K272,40.635542,-73.886373,Elementary,803,35.395189,1.379310345,5.326460481,1.374570447,6.18556701,Elementary,752,40.74702886,92.30769231,99.14529915,15.55555556,7.008547009,Elementary,590,40.96989967,21.95945946,55.06756757,21.62162162,5.912162162,Elementary,645,28.47571189,38.99159664,47.05882353,30.25210084,15.29411765,Elementary,649,22.71973466,0.838926174,2.852348993,11.0738255,11.57718121
28Q099,40.711502,-73.827722,Elementary,741,73.02405498,51.20689655,47.25085911,61.8556701,45.36082474,Elementary,752,75.55178268,90.5982906,92.30769231,72.99145299,34.7008547,Elementary,747,75.91973244,97.63513514,100,68.91891892,41.89189189,Elementary,778,72.52931323,90.25210084,86.72268908,82.18487395,46.55462185,Elementary,801,76.11940299,87.58389262,89.93288591,84.39597315,46.6442953
03M199,40.777603,-73.984423,Elementary,687,96.04810997,92.5862069,90.20618557,82.64604811,70.27491409,K-8,721,97.84172662,76.25899281,64.02877698,91.36690647,82.01438849,K-8,662,97.81021898,70.80291971,78.10218978,83.21167883,81.02189781,Elementary,735,98.6599665,87.89915966,91.93277311,78.48739496,43.69747899,Elementary,774,98.00995025,85.06711409,81.04026846,91.61073826,60.40268456
02M575,40.732699,-73.984333,,,,,,,,HST,911,78.78787879,96.2962963,92.59259259,66.66666667,70.37037037,HST,772,80,75,87.5,37.5,68.75,HST,862,81.81818182,94.87179487,71.79487179,69.23076923,74.35897436,HST,826,91.4893617,71.05263158,60.52631579,39.47368421,78.94736842
03M191,40.771603,-73.987515,K-8,502,58.82352941,88.13559322,88.23529412,53.78151261,67.22689076,K-8,498,50.35971223,41.72661871,47.48201439,30.9352518,51.07913669,K-8,256,48.17518248,50.3649635,48.90510949,47.44525547,81.02189781,K-8,445,52.02702703,22.2972973,35.81081081,12.83783784,22.2972973,K-8,441,53.5483871,21.56862745,27.45098039,25.49019608,9.150326797
17K353,40.674685,-73.961418,Middle,193,26.68810289,80.27681661,93.87096774,32.79742765,77.56410256,Middle,187,26.03550296,87.73584906,86.79245283,76.10062893,88.05031447,Middle,174,27.696793,37.08206687,40.42553191,54.10334347,44.98480243,Middle,151,4.644808743,90.64327485,97.36842105,58.47953216,75.14619883,Middle,141,5.897435897,48.18941504,48.74651811,47.63231198,81.61559889
17K352,40.665199,-73.959484,Middle,510,12.54019293,53.63321799,71.93548387,8.360128617,45.83333333,Middle,468,5.621301775,60.06289308,59.11949686,26.10062893,23.89937107,Middle,448,5.83090379,77.81155015,72.03647416,46.50455927,44.98480243,Middle,417,19.94535519,52.63157895,66.08187135,21.05263158,33.62573099,Middle,407,28.71794872,64.62395543,81.61559889,29.80501393,38.71866295
17K354,40.67229,-73.937601,Middle,190,2.572347267,58.82352941,80.64516129,17.36334405,51.28205128,Middle,264,1.775147929,29.24528302,31.76100629,41.82389937,47.79874214,Middle,248,1.749271137,87.53799392,80.85106383,100,61.39817629,Middle,232,3.278688525,94.15204678,97.95321637,75.43859649,75.73099415,Middle,254,4.358974359,74.93036212,68.24512535,71.86629526,58.77437326
84X389,40.823014,-73.922527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC,199,54.54545455,33.33333333,38.46153846,46.15384615,41.02564103
27Q197,40.599664,-73.744128,Elementary,524,17.01030928,60.17241379,61.34020619,21.13402062,37.11340206,Elementary,479,17.31748727,50.08547009,68.37606838,19.48717949,36.92307692,Elementary,456,17.72575251,65.2027027,68.91891892,20.43918919,55.57432432,Elementary,495,8.207705193,87.05882353,95.6302521,42.68907563,17.98319328,Elementary,522,9.286898839,15.93959732,23.32214765,21.6442953,13.9261745
29Q494,40.698786,-73.74633,HS,509,56.26911315,31.3559322,33.63914373,56.77966102,8.562691132,HS,535,57.46478873,14.43661972,18.66197183,14.78873239,7.746478873,HS,530,55.78947368,30.64516129,19.35483871,55.48387097,48.06451613,HS,502,39.75609756,3.915662651,1.204819277,34.63855422,2.108433735,HS,430,39.76470588,6.626506024,2.409638554,23.19277108,34.63855422
75K771,40.58026,-73.955856,,,,,,,,,,,,,,,,,,,,,,D75,354,,92.85714286,89.28571429,96.42857143,100,D75,348,,55.55555556,37.03703704,74.07407407,88.88888889
27Q202,40.670905,-73.845992,Middle,1186,66.55948553,44.6366782,29.67741935,82.31511254,41.66666667,Middle,1144,72.18934911,51.25786164,41.19496855,52.20125786,45.91194969,Middle,1070,72.88629738,79.63525836,64.1337386,67.47720365,42.55319149,Middle,1096,79.23497268,58.77192982,54.09356725,73.97660819,45.32163743,Middle,1109,80,41.78272981,39.27576602,54.31754875,32.86908078
05M670,40.815237,-73.944299,Middle,579,68.46367149,44.9775673,43.83200158,40.6609352,85.30345801,High School Combination,973,71.05967164,27.93648685,33.04212065,26.33426344,62.2054655,High School Combination,583,70.98780114,20.47749779,15.22011962,45.74958329,83.75036768,High School Combination,570,70.09929362,26.08151906,32.46406679,32.06862538,64.35390686,High School Combination,580,72.30316742,37.30744706,38.05710306,45.90520858,53.78477699
27Q207,40.657736,-73.843881,K-8,742,96.63865546,59.3220339,44.53781513,73.1092437,51.2605042,K-8,748,95.68345324,35.97122302,33.09352518,38.1294964,47.48201439,K-8,699,95.62043796,72.99270073,88.32116788,43.79562044,47.44525547,K-8,705,96.62162162,77.02702703,75,81.75675676,44.59459459,K-8,739,96.12903226,30.71895425,24.83660131,64.70588235,41.83006536
84K740,40.669356,-73.867138,,,,,,,,,,,,,,,,,,,,,,Elementary,192,54.94137353,,,,,Elementary,249,54.22885572,54.02684564,43.45637584,62.24832215,94.63087248
84K742,40.67271,-73.928917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC,223,45.45454545,51.28205128,46.15384615,61.53846154,51.28205128
84K744,40.582518,-73.972009,,,,,,,,,,,,,,,,,,,,,,Middle,90,58.19672131,,,,,Middle,179,59.23076923,98.88579387,94.70752089,94.98607242,94.15041783
18K576,40.634451,-73.916927,,,,,,,,HS,81,64.22535211,,,,,HS,159,63.15789474,,,,,HS,246,50.73170732,,,,,HS,332,50.11764706,89.75903614,94.27710843,73.79518072,86.14457831
30Q575,40.751144,-73.937564,HS,617,90.21406728,66.10169492,58.10397554,86.44067797,65.13761468,HS,625,89.29577465,57.74647887,46.83098592,84.15492958,69.36619718,HS,643,89.47368421,52.58064516,41.93548387,59.03225806,62.58064516,HS,706,86.58536585,62.65060241,51.20481928,72.59036145,50.90361446,HS,684,89.88235294,63.85542169,64.15662651,60.84337349,40.96385542
28Q167,40.708431,-73.855543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle,226,85.38461538,,,,
28Q160,40.688373,-73.799685,Elementary,762,35.2233677,79.82758621,79.03780069,62.71477663,30.24054983,Elementary,763,38.70967742,43.58974359,36.92307692,56.06837607,43.58974359,Elementary,695,38.9632107,67.22972973,73.81756757,57.77027027,14.35810811,Elementary,723,41.54103853,46.72268908,58.65546218,32.94117647,14.11764706,Elementary,748,40.46434494,22.65100671,37.08053691,19.79865772,8.724832215
28Q161,40.690439,-73.82108,Elementary,830,69.58762887,95.51724138,91.40893471,67.35395189,73.36769759,Elementary,784,72.49575552,77.60683761,65.47008547,74.01709402,67.69230769,Elementary,780,72.74247492,82.93918919,82.93918919,84.12162162,71.79054054,Elementary,780,73.0318258,91.93277311,84.3697479,78.1512605,64.70588235,Elementary,773,74.29519071,82.04697987,69.12751678,75,85.23489933
11X105,40.853075,-73.866264,Elementary,1502,58.7628866,23.10344828,25.94501718,37.28522337,29.20962199,Elementary,1468,57.04584041,37.77777778,58.63247863,40.51282051,6.153846154,Elementary,1484,57.02341137,71.4527027,60.30405405,38.51351351,27.7027027,Elementary,1465,50.75376884,55.79831933,62.85714286,45.54621849,27.22689076,Elementary,1490,48.42454395,23.15436242,21.47651007,34.73154362,36.24161074
11X106,40.836974,-73.854823,Elementary,986,53.60824742,2.413793103,0.687285223,81.61512027,42.95532646,Elementary,1238,56.02716469,51.45299145,55.8974359,64.95726496,25.2991453,Elementary,1174,56.18729097,42.06081081,21.95945946,55.74324324,70.94594595,Elementary,1159,62.31155779,50.25210084,42.18487395,58.82352941,62.18487395,Elementary,1160,65.00829187,57.2147651,51.84563758,59.22818792,47.98657718
20K490,40.626827,-74.038103,HS,4373,75.2293578,53.38983051,85.93272171,14.40677966,45.56574924,HS,4462,70.98591549,35.91549296,40.84507042,23.23943662,57.3943662,HS,4210,70,40.64516129,40.32258065,22.90322581,67.41935484,HS,4270,68.53658537,59.3373494,46.98795181,30.12048193,80.12048193,HS,4353,70.11764706,45.48192771,44.57831325,31.3253012,67.1686747
17K590,40.66679,-73.951823,Middle,907,92.07597078,40.63471351,52.50369932,61.79151452,15.82715832,High School Combination,1584,93.97824819,38.0248472,42.13615023,44.44149172,67.84148286,High School Combination,880,94.1433942,45.28140014,59.52740465,53.37336994,41.79135209,High School Combination,939,96.02425696,61.0882125,76.50338195,60.81430987,48.03512295,High School Combination,1032,96.54600302,41.36993657,26.66879216,85.77793066,62.25123335
32M551,40.701235,-74.011681,HS,400,40.97859327,49.57627119,49.8470948,27.54237288,82.87461774,HS,395,39.43661972,45.77464789,23.94366197,53.52112676,61.61971831,HS,394,37.36842105,56.4516129,61.61290323,29.67741935,69.67741935,,,,,,,,,,,,,,
75K372,40.676198,-73.9855,,,,,,,,,,,,,,,,,,,,,,D75,181,,100,96.42857143,100,92.85714286,D75,167,,100,81.48148148,100,96.2962963
17K751,40.675905,-73.939282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HS,82,61.41176471,,,,
08X295,40.821218,-73.85593,HS,372,31.49847095,18.22033898,2.44648318,78.38983051,25.99388379,HS,414,14.64788732,28.87323944,21.47887324,57.04225352,35.56338028,HS,474,14.21052632,19.35483871,17.09677419,41.61290323,11.29032258,HS,506,5.12195122,37.04819277,53.01204819,30.12048193,65.96385542,HS,510,5.176470588,12.04819277,18.37349398,25.60240964,14.15662651
07X203,40.813681,-73.925995,Middle,528,4.823151125,18.33910035,39.35483871,6.430868167,6.08974359,Middle,430,5.029585799,26.72955975,38.67924528,7.547169811,31.13207547,Middle,359,5.247813411,47.41641337,54.7112462,27.96352584,44.98480243,Middle,296,2.732240437,28.65497076,33.33333333,8.771929825,50.58479532,Middle,291,1.794871795,10.02785515,17.27019499,3.064066852,12.53481894
08X174,40.8147,-73.8566,,,,,,,,Middle,644,,,,,,Middle,315,,,,,,,,,,,,,,,,,,,
29Q496,40.698786,-73.74633,HS,517,22.32415902,41.10169492,54.74006116,47.45762712,24.7706422,HS,507,34.08450704,12.67605634,13.02816901,37.32394366,16.54929577,HS,498,32.63157895,1.612903226,1.935483871,21.61290323,11.29032258,HS,476,23.17073171,9.337349398,16.56626506,16.86746988,10.54216867,HS,364,14.58823529,16.26506024,10.24096386,25.60240964,84.63855422
02M473,40.735361,-73.987064,,,,,,,,,,,,,,,,,,,,,,YABC,243,,69.56521739,60.86956522,21.73913043,78.26086957,YABC,315,,40.90909091,54.54545455,45.45454545,40.90909091
25Q460,40.764892,-73.826811,HS,2545,37.6146789,31.77966102,44.34250765,33.47457627,29.05198777,HS,2604,44.50704225,19.01408451,27.46478873,15.49295775,22.18309859,HS,2616,42.63157895,27.41935484,34.83870968,14.19354839,27.41935484,HS,2745,55.12195122,17.46987952,15.6626506,12.65060241,44.27710843,HS,3041,58.35294118,8.13253012,12.95180723,6.927710843,18.97590361
10X045,40.858389,-73.887026,Middle,1192,56.59163987,42.56055363,40.96774194,39.87138264,21.47435897,Middle,1065,57.98816568,7.86163522,8.490566038,7.547169811,50,Middle,1030,58.60058309,50.45592705,56.23100304,14.28571429,31.00303951,Middle,1016,55.73770492,21.34502924,22.22222222,48.5380117,33.62573099,Middle,1014,56.66666667,37.88300836,45.12534819,33.98328691,30.36211699
10X046,40.867169,-73.890402,Elementary,1228,14.26116838,82.06896552,85.73883162,38.48797251,74.57044674,Elementary,1220,15.95925297,48.88888889,55.55555556,27.86324786,80.85470085,Elementary,1242,16.22073579,67.73648649,72.2972973,22.80405405,62.83783784,Elementary,1291,15.91289782,30.58823529,37.98319328,27.73109244,35.6302521,Elementary,1252,14.59369818,27.51677852,42.61744966,19.79865772,19.46308725
07X379,40.818703,-73.905389,,,,,,,,HST,126,48.48484848,,,,,HST,131,50,,,,,HST,152,43.18181818,61.53846154,56.41025641,92.30769231,30.76923077,HST,204,53.19148936,34.21052632,26.31578947,65.78947368,23.68421053
10X268,40.869061,-73.897066,HS,223,0.611620795,,51.07033639,,88.99082569,HS,326,0.563380282,,,,,HS,437,1.315789474,68.38709677,64.51612903,73.22580645,80,HS,459,4.87804878,58.43373494,56.92771084,55.42168675,84.03614458,HS,516,12,66.56626506,82.8313253,44.57831325,55.42168675
84M284,40.806139,-73.940871,,,,,,,,K-8,505,58.99280576,99.28057554,100,61.8705036,83.45323741,High School Combination,682,70.14790626,2.919708029,0.729927007,37.95620438,69.34306569,High School Combination,780,63.04878049,41.21621622,29.05405405,59.45945946,63.51351351,High School Combination,899,61.22580645,38.5620915,17.64705882,69.93464052,83.00653595
84K608,40.657712,-73.919818,,,,,,,,Middle,75,61.24260355,,,,,Middle,136,61.51603499,98.48024316,100,100,100,Middle,206,80.87431694,88.01169591,78.07017544,94.15204678,96.78362573,Middle,269,77.94871795,51.81058496,33.42618384,86.35097493,81.05849582
20K030,40.63371,-74.023036,Middle,340,75.56270096,54.32525952,45.48387097,56.59163987,68.91025641,Middle,336,77.81065089,83.33333333,88.67924528,72.64150943,70.12578616,Middle,320,78.13411079,73.25227964,75.68389058,82.0668693,69.30091185,Middle,346,81.69398907,90.05847953,88.59649123,84.79532164,65.49707602,Middle,340,82.30769231,43.73259053,41.78272981,71.86629526,44.56824513
01M539,40.719416,-73.979581,K-8,879,97.78351708,70.12711864,52.36681829,98.10390258,60.26263717,High School Combination,1368,97.44958962,81.10244199,81.42415645,96.63213092,48.43575844,High School Combination,1302,97.42796773,63.08570756,66.76124323,94.35483871,50.54862256,High School Combination,1480,96.91331575,75.94431781,68.94334093,97.70433084,35.1880495,High School Combination,1583,96.91461101,83.68080164,86.96846208,95.43074258,36.52649815
22K277,40.595798,-73.92785,Elementary,428,90.89347079,20.34482759,2.405498282,96.21993127,75.77319588,Elementary,421,91.51103565,76.06837607,66.66666667,95.8974359,72.47863248,Elementary,405,91.63879599,12.16216216,7.094594595,85.81081081,38.34459459,Elementary,427,92.79731993,75.29411765,70.08403361,77.31092437,74.62184874,Elementary,430,92.20563847,28.8590604,16.77852349,70.13422819,64.26174497
22K278,40.606745,-73.938721,Middle,1171,71.06109325,15.22491349,21.61290323,13.18327974,41.34615385,Middle,1068,70.71005917,24.21383648,24.52830189,11.63522013,42.13836478,Middle,1036,71.13702624,22.18844985,17.9331307,19.45288754,56.23100304,Middle,958,75.68306011,8.771929825,7.602339181,7.30994152,78.3625731,Middle,994,82.82051282,8.635097493,3.342618384,7.242339833,69.08077994
07X551,40.813681,-73.925995,HS,314,70.03058104,97.45762712,82.26299694,96.61016949,92.35474006,High School Combination,774,39.44537045,95.77464789,81.69014085,100,96.47887324,High School Combination,502,39.29453736,83.90871654,81.95460339,94.35483871,92.07226199,High School Combination,581,30.47980808,79.22743606,72.17025999,79.60350173,90.27161277,High School Combination,571,32.34992459,52.01530355,41.1199114,74.97105413,50.7332953
19K346,40.64664,-73.881997,Elementary,791,50.17182131,78.10344828,77.49140893,80.41237113,36.94158076,Elementary,806,52.97113752,35.55555556,45.81196581,51.62393162,3.58974359,Elementary,730,53.01003344,32.26351351,32.09459459,49.15540541,9.797297297,Elementary,733,56.95142379,21.00840336,31.93277311,31.42857143,11.09243697,Elementary,700,55.72139303,32.2147651,44.79865772,30.70469799,5.201342282
84M350,40.814598,-73.945,,,,,,,,Middle,197,40.53254438,97.79874214,97.48427673,95.91194969,96.5408805,Middle,325,41.39941691,94.52887538,87.84194529,100,100,High School Combination,404,69.49286952,100,99.41520468,89.76608187,98.83040936,High School Combination,495,70.34690799,86.90807799,72.98050139,88.85793872,89.97214485
84M353,40.82884,-73.945368,,,,,,,,High School Combination,575,43.12317693,95.59748428,94.33962264,94.33962264,100,High School Combination,467,43.38269142,98.78419453,100,100,100,High School Combination,754,61.77662268,46.31156204,29.49693511,50.2501233,84.80500951,High School Combination,768,59.82956259,76.63439272,78.52426419,59.05711984,55.46867134
19K345,40.676207,-73.879886,Elementary,748,15.46391753,33.62068966,16.32302406,90.89347079,15.80756014,Elementary,723,19.18505942,16.06837607,20.17094017,51.62393162,6.153846154,Elementary,696,19.56521739,18.24324324,15.70945946,41.55405405,17.39864865,Elementary,694,23.78559464,46.8907563,57.64705882,40.67226891,8.403361345,Elementary,657,30.18242123,37.75167785,60.06711409,21.6442953,14.93288591
84M355,40.729152,-73.982472,,,,,,,,K-8,210,82.01438849,61.8705036,87.05035971,35.97122302,5.755395683,K-8,310,81.02189781,23.35766423,56.20437956,8.759124088,2.919708029,K-8,413,66.89189189,0.675675676,2.027027027,1.351351351,0.675675676,K-8,399,62.58064516,,,,
29Q283,40.66903,-73.757744,Middle,105,47.61890715,,3.720035513,7.073954984,52.3082804,High School Combination,285,67.27102259,1.257861635,2.830188679,6.603773585,5.031446541,High School Combination,299,66.93724106,37.99392097,46.2006079,23.40425532,49.24012158,High School Combination,379,51.8525923,30.41023744,27.35327274,48.72031988,69.65141267,High School Combination,411,55.9668175,57.86320771,64.944877,32.87369534,73.11474309
16K262,40.682949,-73.930132,Elementary,374,19.58762887,95.86206897,93.81443299,93.47079038,21.30584192,Elementary,370,27.16468591,63.58974359,33.67521368,96.58119658,48.37606838,Elementary,353,27.42474916,97.80405405,100,100,67.22972973,Elementary,347,22.9480737,99.49579832,99.66386555,96.80672269,67.39495798,Elementary,368,25.87064677,89.4295302,84.73154362,96.30872483,41.77852349
07X151,40.822574,-73.92114,Middle,298,1.607717042,72.3183391,89.35483871,22.18649518,26.6025641,Middle,282,5.325443787,65.09433962,70.75471698,35.8490566,63.83647799,Middle,258,5.539358601,97.56838906,95.74468085,74.46808511,70.51671733,Middle,280,5.464480874,78.65497076,85.0877193,37.13450292,63.74269006,Middle,279,7.948717949,82.17270195,87.18662953,27.29805014,82.17270195
07X157,40.819419,-73.908965,Elementary,589,27.31958763,97.24137931,98.79725086,39.34707904,34.19243986,Elementary,581,22.58064516,37.26495727,22.39316239,42.73504274,73.67521368,Elementary,582,22.909699,44.59459459,52.19594595,43.91891892,49.49324324,Elementary,557,24.45561139,70.58823529,78.1512605,60,20.16806723,Elementary,558,21.72470978,28.8590604,27.51677852,59.22818792,14.93288591
16K267,40.68797,-73.932066,Middle,485,25.08038585,1.038062284,0.64516129,39.22829582,16.66666667,Middle,447,15.68047337,74.8427673,76.72955975,72.64150943,1.886792453,Middle,389,15.45189504,42.24924012,24.01215805,83.28267477,44.98480243,Middle,314,6.830601093,69.88304094,68.71345029,71.92982456,72.80701754,Middle,277,26.41025641,85.79387187,81.61559889,74.65181059,79.94428969
07X154,40.808194,-73.925459,Elementary,557,1.546391753,70.51724138,73.5395189,52.06185567,16.83848797,Elementary,501,1.358234295,8.205128205,4.444444444,30.5982906,44.44444444,Elementary,490,1.337792642,35.13513514,50.16891892,69.59459459,0.844594595,Elementary,500,2.177554439,23.69747899,26.72268908,29.74789916,17.98319328,Elementary,481,5.472636816,17.28187919,29.53020134,20.30201342,7.88590604
10X315,40.857932,-73.903764,K-8,234,33.61344538,71.18644068,57.98319328,72.26890756,84.87394958,K-8,242,12.23021583,84.17266187,71.94244604,89.20863309,83.45323741,K-8,242,10.94890511,91.24087591,87.59124088,100,77.37226277,K-8,228,20.94594595,95.27027027,95.94594595,85.81081081,80.40540541,K-8,217,20.64516129,83.66013072,77.12418301,92.81045752,89.54248366
09X058,40.846383,-73.898826,Elementary,421,1.030927835,59.65517241,80.58419244,34.02061856,5.326460481,Elementary,407,6.112054329,19.82905983,21.1965812,35.04273504,4.957264957,Elementary,495,6.52173913,2.027027027,4.054054054,16.55405405,1.689189189,Elementary,547,6.030150754,38.65546218,57.98319328,21.51260504,4.537815126,Elementary,465,5.306799337,8.053691275,20.46979866,10.5704698,0.67114094
10X310,40.872477,-73.905547,Elementary,729,26.11683849,81.72413793,88.48797251,57.04467354,40.37800687,Elementary,711,18.33616299,10.42735043,10.42735043,16.92307692,54.18803419,Elementary,687,18.72909699,92.73648649,90.54054054,37.16216216,73.98648649,Elementary,643,17.5879397,83.86554622,88.7394958,61.17647059,43.69747899,Elementary,686,36.31840796,9.731543624,11.0738255,31.87919463,33.22147651
09X055,40.835934,-73.90497,Elementary,701,3.951890034,31.03448276,58.59106529,19.24398625,25.60137457,Elementary,703,3.225806452,27.52136752,17.43589744,25.2991453,47.00854701,Elementary,632,3.010033445,62.83783784,54.39189189,45.77702703,60.97972973,Elementary,673,8.37520938,24.53781513,31.42857143,14.62184874,22.18487395,Elementary,663,19.90049751,41.61073826,64.93288591,5.872483221,10.90604027
10X319,40.848385,-73.893744,,,,,,,,HST,127,24.24242424,77.77777778,59.25925926,100,29.62962963,HST,200,30,96.875,84.375,100,75,HST,208,29.54545455,64.1025641,53.84615385,66.66666667,100,,,,,,,
09X053,40.832648,-73.911906,Elementary,1380,20.10309278,50.17241379,71.99312715,39.86254296,5.670103093,Elementary,1332,32.25806452,14.87179487,16.58119658,27.86324786,16.41025641,Elementary,1277,32.60869565,57.26351351,45.10135135,47.2972973,27.7027027,Elementary,1314,20.2680067,7.394957983,5.042016807,41.51260504,31.09243697,Elementary,1283,23.2172471,58.38926175,51.34228188,73.82550336,9.395973154
04M050,40.785559,-73.940919,K-8,519,26.05042017,16.94915254,60.50420168,5.042016807,17.64705882,K-8,505,7.194244604,49.64028777,61.8705036,15.82733813,28.05755396,K-8,486,5.839416058,64.96350365,68.61313869,56.20437956,24.81751825,K-8,438,9.459459459,13.51351351,16.21621622,19.59459459,17.56756757,K-8,362,3.225806452,24.18300654,49.01960784,14.37908497,4.575163399
04M057,40.797205,-73.941598,K-8,702,36.13445378,53.38983051,25.21008403,76.47058824,96.63865546,K-8,706,10.07194245,86.33093525,59.71223022,97.12230216,97.12230216,K-8,706,8.759124088,91.24087591,73.72262774,100,93.43065693,K-8,719,14.18918919,92.56756757,81.08108108,94.59459459,100,K-8,732,14.83870968,93.46405229,77.77777778,94.11764706,97.38562092
24Q007,40.739644,-73.882446,,,,,,,,,,,,,,,,,,,,,,EC,1230,93.33333333,59.25925926,66.66666667,66.66666667,33.33333333,EC,1248,88.63636364,41.02564103,43.58974359,41.02564103,25.64102564
24Q005,40.737405,-73.888133,Middle,1543,63.02250804,58.13148789,63.22580645,72.9903537,65.38461538,Middle,1505,66.86390533,86.47798742,89.62264151,61.32075472,76.10062893,Middle,1502,67.34693878,91.18541033,92.40121581,73.25227964,51.67173252,Middle,1515,71.58469945,82.45614035,81.87134503,77.77777778,73.97660819,Middle,1515,72.30769231,71.86629526,71.03064067,77.43732591,66.57381616
16K005,40.685241,-73.92197,Elementary,450,41.92439863,0.689655172,1.030927835,42.43986254,12.19931271,Elementary,422,35.14431239,82.56410256,84.61538462,84.61538462,8.376068376,Elementary,408,35.45150502,34.96621622,34.7972973,75.84459459,11.48648649,Elementary,443,29.48073702,74.62184874,90.25210084,48.57142857,17.98319328,Elementary,421,35.986733,18.12080537,20.13422819,33.05369128,7.046979866
04M695,40.799265,-73.93374,,,,,,,,HS,196,,,,,,HS,96,,,,,,HS,42,,,,,,,,,,,,
75M811,40.78633,-73.979217,,,,,,,,,,,,,,,,,,,,,,D75,340,,3.571428571,3.571428571,7.142857143,25,D75,312,,11.11111111,11.11111111,55.55555556,40.74074074
84X730,40.821815,-73.886477,,,,,,,,Elementary,295,36.50254669,47.17948718,64.27350427,27.86324786,38.29059829,Elementary,287,36.78929766,51.18243243,52.87162162,76.85810811,30.57432432,Elementary,296,43.2160804,45.88235294,42.85714286,50.75630252,40.50420168,Elementary,317,39.30348259,8.053691275,3.691275168,38.25503356,62.08053691
06M278,40.871673,-73.912339,K-8,453,31.93277311,99.15254237,99.15966387,48.7394958,93.27731092,K-8,472,27.3381295,94.24460432,94.24460432,66.18705036,92.8057554,K-8,477,24.81751825,94.89051095,91.24087591,81.02189781,84.67153285,K-8,486,47.2972973,62.83783784,61.48648649,52.7027027,85.13513514,K-8,509,51.61290323,94.11764706,92.81045752,69.28104575,64.05228758
11X021,40.887888,-73.85942,Elementary,802,38.3161512,52.75862069,72.50859107,27.14776632,20.10309278,Elementary,817,38.37011885,21.70940171,25.81196581,25.2991453,16.41025641,Elementary,856,38.62876254,7.939189189,20.27027027,14.18918919,5.912162162,Elementary,928,38.35845896,39.83193277,52.60504202,15.46218487,24.70588235,Elementary,901,42.28855721,12.75167785,24.32885906,7.046979866,6.040268456
23K183,40.6602,-73.9139,K-8,838,47.89915966,0.847457627,5.882352941,6.722689076,0.840336134,K-8,724,,,,,,,,,,,,,,,,,,,,,,,,,,
23K184,40.660385,-73.905004,K-8,545,26.8907563,50.84745763,79.83193277,24.3697479,6.722689076,K-8,513,17.98561151,51.79856115,54.67625899,48.92086331,17.98561151,K-8,475,16.78832117,11.67883212,21.89781022,32.11678832,11.67883212,K-8,473,18.91891892,25.67567568,45.27027027,29.05405405,11.48648649,K-8,498,13.5483871,48.36601307,66.0130719,30.06535948,9.150326797
06M052,40.865556,-73.925464,Middle,1115,43.72990354,56.40138408,65.48387097,50.1607717,48.3974359,Middle,922,42.6035503,44.65408805,36.47798742,47.79874214,76.72955975,Middle,919,43.44023324,37.38601824,33.13069909,51.67173252,82.37082067,Middle,828,41.2568306,78.07017544,85.38011696,52.04678363,87.13450292,Middle,733,37.94871795,57.66016713,57.66016713,32.31197772,90.80779944
19K013,40.664067,-73.893328,Elementary,618,18.55670103,58.96551724,64.604811,37.80068729,18.04123711,Elementary,619,30.05093379,45.12820513,45.81196581,27.86324786,17.60683761,Elementary,549,30.43478261,8.952702703,22.46621622,19.59459459,15.70945946,Elementary,530,26.80067002,21.00840336,27.39495798,16.80672269,41.8487395,Elementary,475,27.69485904,18.45637584,26.67785235,27.34899329,16.10738255
11X153,40.874035,-73.831669,Elementary,589,63.05841924,13.27586207,5.670103093,64.94845361,71.64948454,Elementary,599,63.32767402,32.47863248,22.05128205,62.90598291,67.69230769,Elementary,580,63.5451505,50.33783784,27.02702703,75.84459459,60.97972973,Elementary,594,61.80904523,53.27731092,45.37815126,70.92436975,62.18487395,Elementary,590,64.34494196,92.44966443,92.7852349,83.22147651,50.83892617
